Food_ID,Name,C_Type,Veg_Non,Describe
285,spinach & banana pancakes,Healthy Food,veg,"Rolled Oats, Milk, Spinach, Banana, Egg, Cinnamon Powder, Vanilla Extract, Baking Powder"
286,french onion grilled cheese,French,veg,"Brown slice bread, onion, oil, emmental cheese"
287,pasta in cheese sauce,Italian,veg,"Milk, Flour, Butter, Pepper Powder, Nutmeg, Cheese, Pasta (of your choice)"
288,deviled scotch egg,French,non-veg,"Lamb Keema, Rosemary, Thyme, Eggs (hard boiled peel), Flour, Eggs (Lightly Whipped), Panco, Peanut Oil, Salt, Pepper, Mayonnaise, Apple Cedar Vinegar, English Mustard, Salt, Pepper, Paprika and Olive Powder"
289,amritsari fish,Indian,non-veg,"fish with curry, ginger and garlic"
290,butter chicken,Indian,non-veg,mughalai delecacy
291,chicken razala,Indian,non-veg,chicken cooked in a rich gravy with mint
292,chicken tikka,Indian,non-veg, served on a skewer
293,chicken tikka masala,Indian,non-veg,chicken roasted in a yogurt tomato sauce. creamy texture.
294,mushroom matar,Indian,veg,mushroom and peas in a masala/chili sauce
295,tandoori chicken,Indian,non-veg,as a dish originated in the punjab before the independence of india and pakistan.
296,tandoori fish tikka,Indian,non-veg,chickenn lime and ginger and cooked over an open fire.
297,chettinadu chicken,Indian,non-veg,chicken and spices
298,chicken 65,Chinese,non-veg,"ed chicken preparation. chicken, onion, ginger"
299,kolim / jawla,Indian,veg,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati
300,black rice,Healthy Food,veg,riety of rice
301,brown rice,Healthy Food,veg,riety of rice.
302,koldil chicken,Chinese,non-veg,made with banana flower; an assamese specialty
303,red rice,Healthy Food,veg,riety of rice.
304,rice,Indian,veg,boiled rice
305,sunga pork,Japanese,veg,curry
306,banana chips,Snack,veg,"dried slices of bananas (fruits of herbaceous plants of the genus musa of the soft, sweet ""dessert banana"" variety), they can be covered with sugar or honey and have a sweet taste, or they can be fried in oil and spices and have a salty and/or spicy taste.[2]"
307,bhurji- egg,Indian,non-veg,"made using indian spices, onion, tomatoes, green chilli, and had with bread, or parathas."
308,flattened rice / poha,Indian,veg,"dehusked rice which is flattened into flat light dry flakes, these flakes of rice swell when added to liquid, whether hot or cold, as they absorb water, milk, or any other liquids. the thicknesses of these flakes vary between almost translucently thin (the more expensive varieties) to nearly four times thicker than a normal rice grain."
309,puffed rice,Snack,veg,"grain made from rice; usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely. pori (puffed rice) has been mentioned in various tamil literatures as an offering to hindu deities. offerings of pori and jaggery made to vinayagar (lord ganesh) are mentioned in the tiruppugazh, a 15th-century anthology of tamil religious songs, written by tamil poet arunagirinathar. pori is offered to hindu gods and goddesses in all poojas in the south indian states of kerala and tamil nadu."
310,Miso-Butter Roast Chicken With Acorn Squash Panzanella,Japanese,non-veg,"chicken, acorn squash,sage, rosemary, butter"
311,Honeydew Salad with Ginger Dressing and Peanuts,Healthy Food,veg,"peeled ginger, lightbrown sugar,chilli, honeydew melon,cucumber, avacado"
312,Kimchi and Miso Noodle Soup,Korean,veg,"scallions, cloves of garlic,cabbage kimchi, tofu "
313,Spicy Korean Steak,Korean,non-veg," boneless steak, olive oil, black pepper, oyster sauce,  ginger, chilli flakes, cooking wine, kimchi,cilantro"
314,French Spiced Bread,French,veg,"all purpose flour, butter, dried appricots, honey, milk dried plumps, sugar,salt"
315,Quinoa Bowl and Berries,Healthy Food,veg,"quinoa, black berries,strawberries, blueberries,,chia seeds, almonds"
316,Shawarma-Spiced Braised Leg of Lamb,Indian,non-veg,"cumin seed, garlic, chilli powder, lamb leg, corriender, onion, turmeric powder, lemon, tomato"
317,Roast Pork Tenderloin with Carrot Romesco, Korean,non-veg,"carrots, Olive Oil, Salt ,  pork tenderloin, Garlic, red pepper flake, red wine vineger, "
318,"Ricotta Gnocchi with Asparagus, Peas, and Morels",Italian,veg," ricotta,Asparagus,  morel mushrooms, Olive Oil,  Parmesan, fresh peas, butter, black pepper,  shallot, "
319,Crispy Pakora,Indian,veg,"Cabbage, carrot, onion, gram flour"
320,Lamb Tikka,Indian,non-veg,"Boneless Lamb, Turmeric powder, corriender powder, cumin powder, yogurt, garlic, giner"
321,Grilled Sweet Prawn,Chinese,non-veg,"Prawn, teriyaki sauce, salmon, avacado, cucumber"
322,Pho Tai rare beef,Vietnames,non-veg,"Bean Sprouts, lemon, Thai basils, Rice noodles, beef"
323,Summer Rolls,Vietnames,non-veg,"Mint, Lettuce, Noodles, Prawn, Rice Paper,Peanut Sauce"
324,Spice Chicken Baugette,Vietnames,non-veg,"Spice Chicken, cucumber, coriander, pickled carrort, mayo"
325,Bean Curd Rolls,Vietnames,veg,"bean curd,mix herbs, lettuce, cucuber, rice paper"
326,Pho Chay Soup,Vietnames,veg,"Rice noodle,vegatable soup, bean curd, mushroom"
327,Pho Ga Chicken,Vietnames,non-veg,"Rice noodle, chicken, lemon, bean sprouts, Thai basils, chicken"
328,Chicken Sweet Corn Soup,Chinese,non-veg,"Chicken,Chicken brouth, Sweet corn, garlic, ginger"
329,Thai Spareribs,Thai,non-veg," lemongrass, ginger, meaty sparerib, Sesame-Cilantro Rice,peanut sauce,sesame oil,garlic, soy sauce "
330,Frenched Green Beans,French,veg," green beans, Olive Oil, black paper, vineger,"
331,Lemony Crab Salad with Baby Greens,Healthy Food,non-veg,"Lemon juice, olive oil, crab, lecttus, paper,salt, vineger"
332,Mushroom Manchruian,Indian,veg,"Mushroom, Panner, Soy sauce, ketchup, Viniger,onion, corriender, Indian Spices"
333,Biryani,Indian,non-veg,"Chicken, Rice, Cinamon, Clove, ginger, garlic, yougurt, turmeric powder, cumin powder, corriender powder"
334,Tandoori Chicken,Indian,non-veg,"Cicken, yougurt, tandori spices, ginger, coriander, turmeric, lime"
335,Shrimp Olivier,French,non-veg,"Shrimp, egg, Potatoes, carrot, onion, pasley, mayo"
336,Potato Casserole,Italian,veg,"potatoes, butter, salt, pepper"
337,Thyme-Roasted Sweet Potatoes,Healthy Food,veg,"sweet potatoes, thyme leaves, olive oil, red papper flakes,"
338,Noodle Curry,Vietnames,non-veg,"Vegetable stock curry, coconut, lime leaves, raddish, carrot"
339,Grill Lemon grass Pork baguette,Vietnames,non-veg,"Lemon grass, pork, coriender,cucumber, pickeled carrot, chilli"
340,Sukuti Chatpate,Nepalese,non-veg,"crunchy noodles, onion, cucumber,tomatoes, lemon juice, puffed rice, dried meat"
341,Cheese Naan,Indian,veg,"Aall purpose flour, yougurt, cheese"
342,Mushroom Rice,Nepalese,veg,"Mushroom, Rice, Cumin Seeds"
343,Bringle Alo,Nepalese,veg,"aubergine,potato, garlic, ginger, cumin seeds, spices"
344,Mutar Paneer,Indian,veg,"Green pea, cottage cheese, garlic, indian spices"
345,Cucumber and Radish Salad,Healthy Food,veg,"cucumber,raddish,vinegar, coriander,olive, salt papper"
346,Channa Masala,Indian,veg,"chickpeas, turmeric powder, onion, ginger, garlic, curry powder"
347,Saag Alo ,Nepalese,veg,"Spinach, onion, potato, cumin seed, turmeric powder, nepali spices"
348,Alo Tama Bodi,Nepalese,veg,"bamboo shoot, black eye bean, potato"
349,Tarka Daal,Nepalese,veg,"yello lentils,garlic, cumin seed, butter"
350,Jeera Alu,Nepalese,veg,"boiled potatoes, cumin seeds, lemon juice"
351,Nepali Chicken Curry,Nepalese,non-veg,"boneless chicken, onion, tomato, coriender powder,cumin powder,butter,turmeric, chilli powder, garlic,ginger"
352,Lamb Shashlik,Indian,non-veg,"minced lamb marinated with indian spices, garlic, ginger, coriander, yogurt, turmeric, cloves"
353,Hyakula,Nepalese,non-veg,"lamb ribs, cumin powder,turmeric powder,nepali spices, mustard oil "
354,Alo Achar,Nepalese,veg,"boiled potatoes, peas, cucumber, mustard oil, turmeric powder, cumin powder, carrot, salt"
355,Chicken Momo,Nepalese,non-veg,"minced chicken meat, coriender, cumin powder,garlic,ginger,onion,flour wrapping"
356,Black-Bean Burgers,Chinese,veg,"cumin, black bean, cilantro, lettuce,sour cream, oregano, buns"
357,Parmesan Toasts,Italian,veg,"Bread, garlic, olive oil, Parmesan cheese, salt"
358,Rice with Soy-Glazed Bonito Flakes and Sesame Seeds,Japanese,non-veg,"sake, sesame seeds, soy sauce, rice, japanese sauces"
359,Shirazi Salad,Healthy Food,veg,"Spring onion, cheese, lemon juice, cucumber, onion, carrot, parsley, cilantro"
360,Sesame Noodles with Chili Oil and Scallions,Chinese,veg,"Noodles, Salt,garlic,chilli oil, sesame oil, chilli flakes, scallions, sichuan pepper, vinegar, soy sauce"
361,Thai Green Curry ,Thai,veg,"cumin seeds, coriander seeds, chillies, garlic, ginger onion, thai sauces,lemon grass, penut "
362,Ground Pork Menudo,Spanish,non-veg,"onion, garlic, olive oil, minced pork, fish sauce,  green peas, black peper"
363,Bao Bun ,Chinese,non-veg,"sesame seed, all purpose flour, spring onion, teriyaki sauce"
364,Garlic Naan,Indian,veg,"garlic, all purpose flour, yougurt, cumin seed"
365,Egg Curry with Tomatoes and Cilantro,Indian,non-veg,"boiled egg, cilantro, garlic,cucumber,tumeric powder,tomatoes,"
366,Kimchi Bokumbab,Korean,non-veg,"Cabbage Kimchi, Stir fried eggs, rice, seaweed, sesame seeds, spring onion"
367,Korean fried Chicken,Korean,non-veg," korean sauce, boneless chicken,sesame seeds"
368,Prawn kastu Curry,Japanese,non-veg,"prawn, rice, japanes curry sauce, bread crumbs, rice"
369,Beef Bibimbab,Korean,non-veg,"Beef,Cucumber,carrot, mushrooms,Spinich,Rice, Gochujang, Soy sauce"
370,Sweet and Sour Chicken Fried Rice,Chinese,non-veg," Rice, carrot, peas, chicken, soy sauce, sugar, garlic, capcicum"
371,Sea Food Soup,Chinese,non-veg,"Prawn,Squid, fish ball, fish cake, mussels, crab sticks"
372,Pad Thai,Thai,non-veg,"noodles, vegetable oil, garlic, eggs, lime juice , brown sugar, fish sauce, ginger,red pepper flakes, onion, cilantro, penuts"
373,Spicy Kimchi Tofu Stew,Korean,veg,"tofu, kimchi, gochujang,black pepper,  sesame seeds, soy sauce, scallions"
374,Slow-Roasted Pork ,Korean,non-veg,"fresh sage,garlic cloves, bone-in pork shoulder,ground pepper,Dijon mustard"
375,Pico de Gallo Verde,Mexican,veg,"avacado, tomato, cucumber,celery, garlic, mint, lemon juice, chillies, onion, cilantro"
376,Pineapple-Coconut Rice,Thai,veg,"brown rice, coconut milk, onion, carrot, cashew, pineapple, vegetable oil, ginger, curry powder"
377,Lamb and Green Squash Dumplings,Chinese,non-veg,"Squash, zucchini, scallions, soya sauce, ginger, cooking wine, vineger, all purpose flour, sichuan peppercorns,ground lamb,"
378,Crispy Tofu Balls,Japanese,veg," tofu, scallions, mushrooms,Spicy aioli,corn, white pepper, vegetable oil"
379,Grilled Chicken with Almond and Garlic Sauce,Healthy Food,non-veg,"lemon juice, olive oil, mushrooms lemon zest, chicken breast, roasted almonds, garlic"
380,Parmesan Cauliflower and Parsley Salad,Italian,veg,",olives, parmesan cheese, pasley,pepper,oil"
381,Vietnamese Chicken Salad,Vietnames,non-veg,"roasted peanuts,basil leaves, mint leaves, chicken, cucumber,carrot"
382,Eggplant and Beef Stir-Fry,Thai,non-veg,"soya sauce,mint,thai chillies,vermicelli noodles,beef, asaian eggplat"
383,Stir-Fried Lettuces With Crispy Shallots,Chinese,non-veg,"sliced shallots,pepper,salt,garlic, ginger, lettuce,brown rice"
384,Chicken and Dumplings,Chinese,non-veg,"purpose flour,egg,nutmeg, chicken broth, carrot,salt,chives, pepper, chicken thighs"
385,Asian Salmon Bowl with Lime Drizzle,Thai,non-veg," jasmine rice, garlic, butter, soy sauce, salmon fillet,spinach,black sesame seeds"
386,Pasta with Garlic-Scape Pesto,Italian,veg,"pistachios, Parmigiano-Reggiano cheese,salt and black pepper, spaghetti,olive oil"
387,Pico de Gallo,Mexican,veg,"onion,tomatoes, oil,  cilantro, jalapeao"
388,Basmati Rice with Summer Vegetable Salad,Indian,veg,"basmati rice,shallot,radishes,greens, sprouts, tomatoes, peas, summer squash,carrot, oil,salt"
389,Fresh Corn Tortillas,Mexican,veg,"corn tortilla mix,corn,salt"
390,Quinoa Tabbouleh,Healthy Food,veg," quinoa, olive oil, tomato,  cucumber, parsley, mint, scallions, thinly sliced"
391,Grilled Clams With Herb Butter,French,non-veg," parsley, pepper, salt, scallion, lemon juice, littleneck clams"
392,Rajas Poblanas,Mexican,veg,"poblano pepper, cream, salt, cream cheese"
393,Braised Beef Short Ribs,Korean,non-veg,"Beef, Scallion, Raddish, Spanich "
394,Fig and Sesame Tart with Cardamom Orange Cream,Dessert,non-veg," all-purpose flour,sugar,salt,unsalted butter, egg yolk,heavy cream, cinnamon,orange zest, fig,sesame seeds, mild honey"
395,Rouille,French,veg," bread crumbs,cayenne, extra-virgin olive oil,coarse sea salt, garlic"
396,Kimchi Toast,Korean,veg," cream cheese, chopped kimchi, scallions,country-style bread, sesame seeds,  cilantro leaves"
397,"Tacos de Gobernador (Shrimp, Poblano, and Cheese Tacos)",Mexican,non-veg,"poblano chiles, bacon, shrips, red salsa, garlic, corn tortillas, lime juice"
398,Melted Broccoli Pasta With Capers and Anchovies,French,non-veg,"broccoli,Bread Crumbs,  anchovy fillets, garlic cloves,  red pepper flakes, penne pasta, olive oil"
399,Lemon-Ginger Cake with Pistachios,Dessert,non-veg,"egg yolks,lemon juice, unsalted butter, all purpose flour, sugar, ginger, milk"
400,Rosemary Roasted Vegetables,Healthy Food,veg,"kosher salt, rosemary, garlic, potato, olive oil, carrot, walnut, cheese, ground pepper"
